Date,AAPL,CVX,IBM,XOM,GS,BA,MON,TEVA,CME
2008-04-21,160.73,75.07,110.71,80.8,167.69,67.39,118.36,41.4,84.7
2008-04-22,153.12,76.15,110.1,80.91,167.1,66.94,117.34,41.21,78.23
2008-04-23,155.69,76.51,110.04,80.77,166.72,69.95,114.6,40.94,78.89
2008-04-24,161.48,74.83,110.56,79.38,175.49,70.72,108.52,40.39,78.47
2008-04-25,162.23,75.06,109.58,79.26,178.81,72.29,114.51,40.36,77.8
2008-04-28,164.63,74.91,108.34,79.25,177.17,72.41,111.32,40.36,76.59
2008-04-29,167.32,76.72,109.37,78.68,179.44,72.88,101.23,40.28,76.85
2008-04-30,166.26,77.87,107.46,79.78,178.22,72.31,104.05,41.2,74.01
2008-05-01,172.05,76.89,110.05,76.89,185.37,72.78,103.72,41.92,77.63
2008-05-02,172.95,77.19,109.67,76.82,186.51,73.02,105.14,41.53,78.85
2008-05-05,176.57,77.44,108.64,76.73,183.58,73.21,107.6,41.67,79.17
2008-05-06,178.41,78.45,109.34,77.21,184.03,73.41,109.23,41.14,78.47
2008-05-07,174.52,77.16,110.97,76.14,176.72,72.38,107.17,39.82,75.83
2008-05-08,176.88,78.91,111.67,77.09,174.82,72.56,110.55,40.12,75.28
2008-05-09,175.34,78.87,110.9,76.48,175.17,71.96,109.24,39.84,74.69
2008-05-12,179.85,78.85,111.95,76.8,178.88,72.6,111.17,39.38,75.25
2008-05-13,181.57,79.15,113.15,77.22,177.25,72.83,109.86,39.62,74.04
2008-05-14,178.03,79.14,113.99,77.42,177.07,73.36,111.91,39.72,76.85
2008-05-15,181.35,80.3,114.83,78.61,175.66,73.24,112.86,39.99,76.73
2008-05-16,179.33,81.84,114.26,79.79,174.28,72.91,114.17,41.08,77.34
2008-05-19,175.49,83.32,113.07,81.25,171.73,74.54,111.49,40.91,78.31
2008-05-20,177.69,84.05,111.9,81.42,169.9,72.89,114.07,40.57,78.39
2008-05-21,170.32,83.99,110.51,80.65,166.33,69.5,109.42,40.48,75.07
2008-05-22,169.23,83.08,111.47,79.66,165.02,69.69,110.73,40.29,75.1
2008-05-23,173.17,82.12,111.03,78.1,160.78,69.75,110.83,39.87,73.89
2008-05-27,178.19,81.18,113.81,77.32,161.97,70.94,108.66,40.35,73.48
2008-05-28,178.75,81.87,115.8,77.86,162.82,70.31,114.36,39.96,70.73
2008-05-29,178.44,80.6,115.95,76.93,164.13,70.29,113.03,39.85,70.75
2008-05-30,180.41,80.83,115.7,76.43,164.29,70.86,116.26,40.39,69.62
2008-06-02,177.88,81.01,113.85,75.61,160.5,69.47,117.31,40.03,66.67
2008-06-03,177.18,79.78,114.28,73.8,158.86,66.88,121.5,39.4,64.76
2008-06-04,177.01,78.3,114.02,73.83,160.28,66.79,120.09,39.75,61.16
2008-06-05,181.06,81.52,114.84,76.9,164.47,66.18,126.4,40.61,65.13
2008-06-06,177.44,81.12,111.69,74.73,157.8,62.63,123.89,39.79,62.89
2008-06-09,173.59,82.5,112.51,76.69,154.37,63.31,126.34,39.54,63.18
2008-06-10,177.44,80.53,112.58,75.68,155.72,63.07,124.42,38.53,63.32
2008-06-11,172.82,81.05,110.18,76.3,151.24,62.76,121.74,37.97,62.63
2008-06-12,165.6,79.94,110.71,74.96,155.29,63.45,123.13,37.33,64.35
2008-06-13,164.75,81.04,112.77,76.08,166.04,64.31,125.26,37.54,67.32
2008-06-16,169.03,81.11,113.27,75.76,169.58,64.22,124.03,39.51,68.05
2008-06-17,173.41,81.83,111.83,76.31,167.11,63.67,130.21,39.79,71.69
2008-06-18,170.85,80.92,110.99,75.63,170.21,63.91,129.13,39.5,71.66
2008-06-19,172.91,78.97,111.76,73.87,174.09,65.87,127.17,39.75,71.56
2008-06-20,167.53,78.77,109.72,73.11,171.14,64.92,127.71,39.02,69.65
2008-06-23,165.51,80.76,110.36,75.51,166.32,64.71,129.63,39.47,70.9
2008-06-24,165.6,80.42,110.36,74.84,169.48,64.03,123.92,39.58,70.38
2008-06-25,169.55,81,111.36,75.43,171.03,59.62,120.02,39.76,69.37
2008-06-26,160.83,79.42,108.28,74.4,164.15,58.39,116.12,40.14,66.03
2008-06-27,162.57,79.73,107.32,74.52,162.57,57.29,117.12,39.92,63.2
2008-06-30,160.04,80.82,105.96,75.88,162.88,56.26,115.38,40.45,62.17
2008-07-01,166.96,80.78,106.62,76.07,163.28,56.03,114.4,41.51,58.31
2008-07-02,160.75,79.42,106.47,75.26,166.51,54.7,109.18,41.45,56.96
2008-07-03,162.6,80.41,106.86,76,166.6,55.19,109.91,41.69,56.11
2008-07-07,167.42,78.93,108.61,74.87,158.15,55.04,108.47,38.14,54.24
2008-07-08,171.62,78.09,110.74,74,162.88,56.43,107.47,39.76,55.57
2008-07-09,166.55,76.56,107.63,72.59,157.41,56.15,108.52,39.17,52.05
2008-07-10,168.83,78.47,110.11,74.1,158.47,56.49,109.72,39.75,50.25
2008-07-11,164.95,75.21,109.17,73.6,151.32,54.17,109.04,36.9,49.73
2008-07-14,166.2,75.66,108.65,73.55,147.77,54.1,109.07,36.74,48
2008-07-15,162.14,72.9,110.13,70.77,146.96,54.69,106.42,37.34,50.06
2008-07-16,165.17,70.43,112.58,69.58,160.98,56.14,107.15,37.46,53.71
2008-07-17,164.22,69.84,113.1,69.17,168.79,57.29,105.66,36.26,54.32
2008-07-18,157.85,70.15,116.11,70.21,170.28,58.33,102.25,37.87,53.98
2008-07-21,158.94,70.85,115.01,71.45,168.36,58.42,108.49,38.6,52.82
2008-07-22,154.86,69.81,116.21,71.35,175.12,59.29,109.51,38.94,59.43
2008-07-23,158.91,67.38,115.78,69.74,174.96,57.12,102.19,41.1,63.38
2008-07-24,152,66.85,116.21,69.57,167.87,53.53,103.31,39.84,59.66
2008-07-25,154.96,67.31,114.9,70.35,166.71,54.64,106.14,40.79,59.84
2008-07-28,147.58,67.25,112.86,69.47,161.33,53.37,104.7,40.43,56.96
2008-07-29,150.14,67.54,114.12,69.66,169.48,54.11,105.78,39.38,60.71
2008-07-30,152.82,71.14,115.19,72.65,173.72,54.63,113.05,38.91,60.57
2008-07-31,151.93,68.94,114.4,69.25,171.73,52.31,108.9,39.61,58.43
2008-08-01,149.74,68.74,113.21,68.64,169.82,53.09,104.99,40.83,54.02
2008-08-04,146.46,67.5,114.03,65.96,165.96,52.53,97.85,40.76,52.29
2008-08-05,153.54,67.25,115.2,67.46,168.68,55.82,97.78,41.52,54.92
2008-08-06,156.94,68.94,115.91,67.45,167.54,56.33,100.02,41.58,55.61
2008-08-07,156.34,68.02,115.81,66.68,160.8,55.72,98.12,41.63,53.3
2008-08-08,162.06,68.81,115.59,67.78,164.18,58.45,98.43,41.88,55.51
2008-08-11,165.89,68.55,113.61,67.64,166.09,57.38,98.63,41.45,56.82
2008-08-12,168.92,68.12,112.37,66.54,156.11,56.79,101.93,41.11,54.79
2008-08-13,171.38,70.31,112.89,67.65,153.87,55.35,107.23,41.26,54.92
2008-08-14,171.4,70.59,113.92,67.03,155.45,55.79,104.59,42.27,55.8
2008-08-15,167.98,69.21,113.4,66.7,152.26,55.51,102.82,42.8,58.03
2008-08-18,167.64,68.34,111.81,66.23,149.33,54.82,103.36,42.57,54.62
2008-08-19,165.86,69.58,109.99,67.46,147.43,54.22,103.19,42.33,54.61
2008-08-20,168.07,71.02,109.94,68.21,147.66,54.45,107.96,42.04,55.49
2008-08-21,166.59,72.71,110.37,69.54,145.96,54.74,109.08,41.26,55.51
2008-08-22,168.98,72.37,112.11,69.5,149.12,56.46,107.95,41.45,57.95
2008-08-25,164.93,70.24,110.25,68.12,145.29,55.19,105.89,41.26,55.27
2008-08-26,165.97,70.47,109.93,69.19,145.48,54.66,106.09,41.52,52.32
2008-08-27,166.95,71.15,110.72,69.64,145.08,55.57,106.52,42.29,53.62
2008-08-28,166.06,71.61,111.8,70.26,151,57.14,106.83,42.08,55.89
2008-08-29,162.04,70.91,109.24,69.24,153,56.47,104.46,41.94,54.42
2008-09-02,158.85,68.42,106.26,66.92,154.26,56.74,99.97,41.7,54.86
2008-09-03,159.58,69.15,106.2,67.52,156.4,56.91,98.65,42.56,56.44
2008-09-04,154.1,66.72,103.2,65.89,150.14,54.29,94.81,42.45,53.16
2008-09-05,153.1,65.9,102.6,65.44,152.32,54.17,98,42.13,53.37
2008-09-08,150.94,66.58,105.26,66.44,158.38,55.05,96.57,41.48,57.12
2008-09-09,144.98,64.72,103.24,63.4,150.85,55.14,91.32,40.99,53.11
2008-09-10,144.91,66.67,105.93,65.12,147.05,53.15,92.34,40.89,54.09
2008-09-11,145.91,68.01,106.97,65.39,146.53,53.9,97.13,41.34,55.69
2008-09-12,142.36,69.2,106.76,67.07,143.89,54.52,102.18,41.25,57.03
2008-09-15,134.16,65.79,103.37,63.39,126.44,53.62,96.04,40.57,54.84
2008-09-16,133.7,67.24,104.14,66.15,124.11,53.16,103.29,40.71,56.05
2008-09-17,122.18,65.76,100.03,65.15,106.84,49.1,98.42,39.61,52.38
2008-09-18,128.17,68.08,103.31,67.29,100.78,50.05,102.99,40.57,58.62
2008-09-19,134.68,72.12,106.66,68.9,121.12,51.47,108.26,40.81,65.94
2008-09-22,125.26,71.74,104.29,68.27,112.7,50.66,106.96,39.22,64.48
2008-09-23,121.24,70.2,103.52,67.24,116.68,49.36,102.53,39.52,61.12
2008-09-24,123.02,70.01,104.51,67.53,124.1,49.41,102.84,40.21,60.48
2008-09-25,126.1,71.85,107.79,69.82,126.44,49.46,99.88,40.5,62.48
2008-09-26,122.57,71.42,107.17,69.8,128.76,50.23,96.97,40.78,65.8
2008-09-29,100.61,63.66,102.72,64.09,112.63,47.78,88.82,38.41,52.77
2008-09-30,108.64,67.75,104.96,67.21,119.44,49.4,90.5,40.56,61.26
2008-10-01,104.3,67.52,98.83,68.01,125.5,48.77,89.67,41.43,65.59
2008-10-02,95.68,65.35,93.99,67.07,122.74,46.15,75.16,40.65,61.62
2008-10-03,92.78,65.21,92.83,67.45,119.44,46.37,76.31,40.82,59.75
2008-10-06,93.8,63.12,90.3,66.92,115.7,44.18,69.18,38.62,66.6
2008-10-07,85.22,60.25,85.84,65.83,107.31,42.45,67.99,38.11,65.3
2008-10-08,85.82,60.05,81.26,66.64,105.44,41.09,74.64,38.01,66.89
2008-10-09,84.82,52.57,79.87,58.85,94.57,38.25,72.72,35.59,58.61
2008-10-10,92.52,47.5,78.75,53.97,82.86,36,72.09,34.1,64.83
2008-10-13,105.39,57.41,82.75,63.25,103.57,40.55,85.82,36.98,67.85
2008-10-14,99.48,56.3,84,62.71,114.68,38.82,81.28,36.68,65.7
2008-10-15,93.62,49.27,79.23,53.96,105.58,36.46,72.46,33.63,59.34
2008-10-16,97.39,51.83,82.13,60.1,104.88,38.58,71.72,36.09,61.57
2008-10-17,93.1,51.22,81.47,58.88,106.65,38.37,73.32,35.72,60.22
2008-10-20,94.09,57.18,83.02,64.9,113.37,40.23,81.98,36.61,59.42
2008-10-21,87.45,54.87,79.74,61.88,113.23,39.97,78.25,36.36,54.2
2008-10-22,92.59,50.72,75.02,55.88,107.36,36.96,71.85,35.82,50.16
2008-10-23,93.89,54.85,75.7,60.92,101.63,40.07,68.66,35.43,45.79
2008-10-24,92.12,52.5,73.65,59.75,93.97,38.97,65.94,34.28,41.42
2008-10-27,88.02,50.69,71.49,57.2,86.93,36.49,65.15,33.47,38.45
2008-10-28,95.5,57.52,78.33,64.79,87.58,42.13,76.21,35.57,43.48
2008-10-29,99.93,58.32,79.15,64.61,91.4,42.9,80.59,35.03,43.7
2008-10-30,106.13,60.93,81.39,64.95,85.27,43.67,81.77,36.89,45.46
2008-10-31,102.84,61.28,83.43,64.15,86.58,45.15,81.55,37.99,46.53
2008-11-03,102.23,60.53,83.17,64.29,83.38,45.52,80.05,38.05,49.67
2008-11-04,106.09,64.23,83.82,67.06,88.92,46.19,85.91,37.94,52.67
2008-11-05,98.74,61.51,80.71,63.77,81.83,43,80.39,36.03,46.51
2008-11-06,94.72,57.59,76.84,60.55,75.55,39.68,77.96,35.97,42.82
2008-11-07,93.9,60.34,77.85,64.37,72.8,40.42,80.76,37.8,44.37
2008-11-10,91.64,61.07,75.69,64.43,66.65,40.04,80.21,38.09,40.06
2008-11-11,90.58,60.41,74.67,63.24,69.9,38.16,76.9,38.18,38.99
2008-11-12,86.14,55.27,71.96,60,62.51,36.9,72.06,37.56,37.04
2008-11-13,92.18,62.19,75.99,65.64,65.51,37.46,75.24,39.01,37.14
2008-11-14,86.25,60.22,72.49,64.13,62.46,35.62,67.91,38.12,34.47
2008-11-17,84.25,58.64,69.92,63.87,58.49,35.74,68.2,38.1,31.32
2008-11-18,85.94,60.82,72.27,66.44,58.06,34.33,68.56,37.48,30.82
2008-11-19,82.48,58.5,68.56,63.91,51.65,32.53,64.22,37.14,28.18
2008-11-20,76.93,53.36,64.74,59.63,48.67,32.21,60.73,37.23,25.82
2008-11-21,78.93,58.4,67.57,65.99,49.9,34.35,61.78,37.23,28.99
2008-11-24,88.84,61.56,72.09,68.59,63.1,35.36,64.27,37.42,33.1
2008-11-25,86.79,63.41,72.78,67.99,67.18,34.87,68.77,37.71,32.97
2008-11-26,90.8,66.23,73.7,70.41,71.6,35.82,70.01,38.27,34.92
2008-11-28,88.58,65.46,73.64,69.76,73.93,37,72.59,38.34,34.95
2008-12-01,85,59.67,69.4,64.68,61.55,34.61,65.21,36.74,28.47
2008-12-02,88.38,62.59,72.05,67.55,60.84,35.32,67.69,37.78,28.46
2008-12-03,91.66,61.93,72.8,68.7,64.53,35.12,70.25,38.57,30.06
2008-12-04,87.37,59.46,69.88,66.39,63.2,34.01,67.28,37.31,29.26
2008-12-05,89.85,61.66,72.73,66.67,66.19,34.31,68.67,38.43,32.09
2008-12-08,95.31,64.7,76.58,69.29,72.21,37.19,73.04,38.34,37.04
2008-12-09,95.64,62.6,74.62,68.07,68.11,35.42,74.91,37.29,36.15
2008-12-10,93.87,64.99,74.77,69.69,66.95,36.17,74.24,37.73,36.72
2008-12-11,90.8,65.84,72.72,69.65,65.25,34.95,67.64,37.46,35.45
2008-12-12,93.93,65.46,74.18,70.03,63.4,34.02,63.91,37.68,34.88
2008-12-15,90.56,64.8,74.69,69.59,62.2,33.62,64.53,37.26,33.74
2008-12-16,91.21,65.46,77.97,72.37,71.13,36.36,68.88,37.7,36.92
2008-12-17,85.22,63.65,77.46,70.56,73.73,35.6,69.48,38.69,36.99
2008-12-18,85.48,60.51,75.8,67.02,74.92,35.64,68.26,39.23,36.93
2008-12-19,86.02,58.7,75.37,65.3,75.56,35.79,65.65,38.67,35.37
2008-12-22,81.95,57.49,73.99,65.2,72.07,35.69,60.76,37.15,32.15
2008-12-23,82.56,57.34,72.74,65.37,70.38,34.84,60.73,37.3,30.75
2008-12-24,81.28,57.68,72.66,65.96,71.54,34.82,61.69,37.19,31.09
2008-12-26,82.02,58.29,73.39,67.19,71.1,35.17,62.07,36.98,30.21
2008-12-29,82.78,59.28,73.32,67.91,71.66,34.7,62.75,36.88,30.48
2008-12-30,82.48,60.8,75.4,68.41,76.8,35.8,63.72,37.43,33.21
2008-12-31,81.58,61.29,75.95,69.49,78.98,37.03,64.48,37.82,34.52
2009-01-02,86.74,63.4,78.84,71.06,81.2,39.27,67.57,37.89,35.26
2009-01-05,90.4,63.52,78.35,71.05,83.09,40.07,68.17,38.04,34.89
2009-01-06,88.91,64.09,80.52,69.89,83.03,40.19,67.33,37.25,33.67
2009-01-07,86.99,61.28,79.22,68.11,79.09,38.84,79.23,37.06,32.96
2009-01-08,88.6,61.51,78.67,68.84,79.94,38.87,76.36,37.58,31.89
2009-01-09,86.58,60.33,76.43,67.52,78.54,38.58,74.61,37.78,31.22
2009-01-12,84.74,58.68,77.35,66.62,72.7,37.96,71.77,37.78,31.38
2009-01-13,83.83,59.51,77.01,67.82,72.93,36.85,72.01,37.5,30.69
2009-01-14,81.56,57.74,75.07,65.37,70.84,35.75,70.17,37.75,29.16
2009-01-15,79.7,58.64,75.91,66.73,69.1,35.55,72.13,37.76,27.83
2009-01-16,78.69,59.44,76.63,67.98,68.37,36.85,73.2,37.75,28.95
2009-01-20,74.74,56.6,73.98,66.4,55.41,35.03,69.75,37.68,26.39
2009-01-21,79.17,59.02,82.5,68.99,65.42,36.68,72,38.34,29.96
2009-01-22,84.46,57.96,81.28,68.09,66.48,36.67,72.26,37.86,27.93
2009-01-23,84.46,58.68,80.76,67.93,70.11,36.43,72.56,37.11,27.99
2009-01-26,85.68,59.07,82.66,68.41,69.45,37.33,72.87,37.31,27.63
2009-01-27,86.72,59.73,82.72,68.69,73.25,37.51,72.33,37.25,27.97
2009-01-28,90.04,61.14,85.57,68.98,82.08,37.53,72.24,37.23,30.71
2009-01-29,88.89,58.51,83.48,67.02,77.42,35.33,71.85,37.29,28.81
2009-01-30,86.15,58.43,82.71,66.57,75.56,36.72,69.94,36.82,28.85
2009-02-02,87.47,58.24,82.06,66.75,78.22,35.41,69.75,37.04,27.91
2009-02-03,88.87,59.36,84.36,68,77.51,36.53,70.66,37.75,28.45
2009-02-04,89.42,59.32,83.77,67.6,82.34,36.79,72.69,37.36,28.63
2009-02-05,92.2,60.69,83.39,69.44,86.9,37.45,75.7,37.63,29.54
2009-02-06,95.31,62.06,87.23,70.28,90.38,37.62,77.2,37.32,31.35
2009-02-09,97.98,61.66,87.85,69.53,91.62,37.52,76.93,37.68,31.18
2009-02-10,93.51,58.93,84.63,66.61,84.61,35.25,74.34,37.76,29.71
2009-02-11,92.54,59.04,86.34,65.24,88.64,35.35,73.68,38.32,30.74
2009-02-12,94.88,58.42,86.26,65.8,89.46,34.94,74.25,39,32.03
2009-02-13,94.78,58.31,85.14,65.25,90.27,35.48,73.02,39.1,31.62
2009-02-17,90.35,55.34,82.27,62.36,80.22,33.69,70.07,40.67,29.61
2009-02-18,90.2,55.29,83.03,62.93,79.09,33.29,70.98,40.75,29.46
2009-02-19,86.64,55.76,80.69,63.13,80.5,32.93,72.52,40.72,29.65
2009-02-20,87.17,54.41,80.56,62.31,79.6,31.83,73.27,41.02,30.16
2009-02-23,83.11,52.63,76.55,60.62,75.35,30.21,68.69,40.34,28.69
2009-02-24,86.26,54.59,78.39,63.06,87.5,31.07,71.17,40.41,30.56
2009-02-25,87.13,53.1,77.94,63.03,84.62,29.72,70.03,40.18,30.19
2009-02-26,85.25,52.82,80.73,62.07,86.72,28.67,70.44,39.51,30.53
2009-02-27,85.36,50.76,83.5,59.4,85.71,27.56,70.13,39.73,30.26
2009-03-02,84.05,48.18,80.8,56.78,81.19,25.87,65.98,38.74,28.75
2009-03-03,84.47,48.27,79.64,56.3,77.52,25.74,66.21,38.51,29.51
2009-03-04,87.14,49.57,81.2,57.46,80.43,26.57,67.84,39.14,31.22
2009-03-05,84.91,47.21,79.37,54.43,76.9,25.76,66.23,39.27,30.26
2009-03-06,81.53,48.72,77.86,56.01,71.19,26.39,65.88,39.5,30.46
2009-03-09,79.44,48.73,75.74,56.49,69.59,27.17,67.06,38.55,30.69
2009-03-10,84.71,51.66,79.16,58.95,80.25,28.94,71.41,38.65,32.43
2009-03-11,88.59,51.19,80.41,57.54,86.94,29.16,74.7,38.54,32.25
2009-03-12,92.09,53.01,82.02,58.74,91.52,29.48,75.12,39.48,33.55
2009-03-13,91.69,52.6,81.99,58.79,92.98,29.28,72.74,40.46,33.08
2009-03-16,91.2,52.63,82.77,58.59,88.37,29.65,76.07,40,32.51
2009-03-17,95.26,54.61,84.3,60.44,93.16,30.19,76.38,40.7,37.38
2009-03-18,97.03,55.68,83.43,60.51,99.05,29.58,77.27,40.1,39.73
2009-03-19,97.13,56.13,84.07,59.78,93.45,29.09,75.38,39.06,38.05
2009-03-20,97.1,54.11,83.94,57.82,91.58,28.53,73.88,39.18,38.17
2009-03-23,102.9,57.82,89.56,61.7,105.33,31.12,78.06,40.56,44.14
2009-03-24,101.79,57.67,89.19,60.69,104.08,31.64,76.72,40.14,39.61
2009-03-25,101.78,58.28,88.87,61.38,106.29,32.49,76.41,40.62,41.61
2009-03-26,105.02,58.67,89.63,62.31,105.39,33.89,80.59,40.7,42.86
2009-03-27,102.13,57.61,85.43,61.22,101.71,32.9,79.3,40.25,40.81
2009-03-30,99.87,55.86,85.76,60.04,94.54,31.14,76.1,39.69,39.13
2009-03-31,100.48,56.22,87.91,59.57,99.77,31.19,76.41,40.15,41.13
2009-04-01,103.89,57.11,88.56,60.56,103.79,31.07,75.4,40.5,39.63
2009-04-02,107.73,58.79,91.48,61.46,107.49,32.61,75.1,39.61,40.96
2009-04-03,110.87,58.93,92.75,61.62,112.36,33.04,74.96,39.57,42.72
2009-04-06,113.22,58.44,92.15,61.28,109.77,33.45,72.99,40.54,40.99
2009-04-07,109.92,57.19,89.6,60.11,109.24,32.12,71.8,40.24,40.12
2009-04-08,111.18,57.26,91.81,60.33,107.99,32.32,73.98,40.82,40.66
2009-04-09,114.29,57.89,92.28,61.1,117,34.32,76.38,41.37,43.05
2009-04-13,114.91,56.84,90.69,59.5,122.48,32.56,76.63,40.82,44.36
2009-04-14,113.08,55.67,90.07,59.22,108.33,32.47,75.23,39.64,41.32
2009-04-15,112.44,55.77,89.69,59.61,114.05,32.93,75.93,39.84,42.26
2009-04-16,116.08,55.13,92.03,58.97,114.05,33.65,74.92,40.11,40.84
2009-04-17,117.97,55.2,91.89,58.39,113.49,33.59,74.77,39.69,39.63
2009-04-20,115.18,53.41,91.12,57.12,108.23,31.98,72.33,39.2,37.16
2009-04-21,116.38,54.25,92.83,57.94,113.27,32.13,73.34,39.14,38.22
2009-04-22,116.14,53.31,93.05,56.64,113.39,32.7,72.98,38.31,36.49
2009-04-23,119.86,54.79,92.02,57.48,115.57,33.25,72.24,39.22,40.31
2009-04-24,118.43,55.69,90.81,58.24,114.15,33.94,74.83,39.64,40.03
2009-04-27,119.22,54.69,90.69,57.85,113.77,34.6,74.9,39.98,38.53
2009-04-28,118.43,55.18,92.49,58.68,113.56,34.06,74.72,40.21,37.86
2009-04-29,119.61,56.49,94.4,59.87,119.68,35.55,76.33,39.52,37.98
2009-04-30,120.27,55.27,93.65,58.32,120.93,35.11,78.31,39.12,36.95
2009-05-01,121.62,55.91,94.92,59.5,119.59,36.12,78.64,39.36,37.16
2009-05-04,126.23,55.76,96.35,59.66,126.25,36.97,82.1,39.32,39.12
2009-05-05,126.85,54.98,96.04,59.18,127.23,37.82,82.88,39.07,41.28
2009-05-06,126.65,56.95,95.42,59.99,131.01,39.13,82.15,39.47,42.39
2009-05-07,123.36,56.84,93.57,60.3,125.85,38.53,79.37,39.59,39.23
2009-05-08,123.48,58.85,92.57,61.94,131.36,40.57,79.72,39.37,41.46
2009-05-11,123.85,56.86,93.85,60.96,127.78,39.59,79.29,40.37,40.32
2009-05-12,118.92,57.85,94.8,62.32,127.43,39.04,83.1,40.35,43.15
2009-05-13,114.21,56.94,93.27,61.4,121.64,38.02,83.84,40.1,45.76
2009-05-14,117.52,56.73,92.16,61.39,125.73,38.45,83.05,40.2,47.47
2009-05-15,117.01,55.62,92.46,60.82,126.48,38.06,82.98,40.18,46.29
2009-05-18,121.05,55.75,95.38,62.04,134.71,39.28,83.22,40.09,48.07
2009-05-19,121.82,55.6,96.23,62.06,132.83,39.5,82.65,40.02,46.9
2009-05-20,120.31,55.05,94.9,61.26,128.4,39.46,84.71,39.97,45.7
2009-05-21,118.69,54.43,93.78,60.18,129.41,38.32,82.37,39.59,46.76
2009-05-22,117.09,54.4,92.93,60.57,128.64,38.01,79.89,40.66,48.96
2009-05-26,125,55.43,95.79,61.43,134.02,39.09,78.64,41.72,50.84
2009-05-27,127.17,54.51,93.88,60.11,132.1,38.57,73.69,41.46,49.79
2009-05-28,129.1,55.56,95.48,60.92,136.47,39.23,72.87,41.41,53.31
2009-05-29,129.81,56.29,96.93,61.03,136.4,39.7,75.78,41.45,53.69
2009-06-01,133.19,58.43,98.84,63.15,136.17,42.22,75.16,41.65,55.04
2009-06-02,133.33,58.55,97.44,64.17,135.04,43.55,76.29,41.31,55.98
2009-06-03,134.72,57.63,97.13,63.43,134.12,42.82,75.18,41.66,54.76
2009-06-04,137.39,58.92,96.98,64.22,141.02,44.76,76.47,42.81,56.21
2009-06-05,138.28,58.57,97.81,64.22,140.59,46.61,75.62,42.72,55.91
2009-06-08,137.49,58.74,98.04,64.39,139.97,46.76,76.37,42.72,55.51
2009-06-09,136.41,59.26,98.63,64.35,140.87,46.34,78.47,43.1,55.78
2009-06-10,134.05,59.28,98.82,64.98,138.39,46.3,79.19,42.89,54.9
2009-06-11,133.77,60.7,99.78,65.17,136.95,44.84,80.12,43.57,57.3
2009-06-12,130.92,61.35,98.69,64.93,137.41,45.53,79.83,43.58,57.11
2009-06-15,130.08,60.01,98.16,64.07,134.93,43.83,78.38,42.8,55.54
2009-06-16,130.33,59,97.88,63.04,136.01,43.22,75.29,42.72,55.26
2009-06-17,129.59,58.11,97.59,62.85,131.83,42.98,74.79,42.72,54.69
2009-06-18,129.88,57.77,96.98,62.87,135,43.34,75.92,42.38,55.12
2009-06-19,133.32,57.46,96.58,62.53,135.04,42.88,74.47,42.27,54.87
2009-06-22,131.3,55.52,95.33,60.58,129.27,41.52,72.06,41.8,50.84
2009-06-23,128.09,55.69,95.26,60.68,133.21,38.83,73.15,41.52,50.85
2009-06-24,130.2,55.48,94.99,60.24,134.59,36.58,70.25,42.37,52.59
2009-06-25,133.68,56.46,96.73,61.5,136.27,37.65,69.79,42.98,52.86
2009-06-26,136.15,55.68,96.39,60.77,138.45,37.07,69.42,43.46,53.18
2009-06-29,135.7,56.46,96.52,62.11,140.92,37.75,70.29,43.95,53.31
2009-06-30,136.14,55.93,95.24,61.52,139.11,37.62,68.81,44.12,52.12
2009-07-01,136.52,56.16,95.62,62.09,138.99,37.38,67.76,44.88,51.64
2009-07-02,133.83,54.39,92.78,60.27,135.38,36.14,66.61,44.44,50.5
2009-07-06,132.49,54.15,92.71,59.93,138.18,35.9,67.82,44.42,49.79
2009-07-07,129.42,52.94,91.38,58.57,134.48,34.56,67.22,44.05,47.25
2009-07-08,131.16,53,91.83,58.31,130.72,35.01,66.35,43.59,44.21
2009-07-09,130.34,53.26,93.1,58.06,135.12,34.79,67.17,43.63,44.78
2009-07-10,132.4,51.84,91.96,57.31,133.85,35.1,66.04,43.45,44.09
2009-07-13,136.05,52.72,94.51,57.82,140.99,35.8,68.08,44.08,45.64
2009-07-14,135.98,53.19,94.17,58.28,141.2,35.77,69.15,44.26,45.02
2009-07-15,140.39,54.51,97.79,60.23,146.48,36.61,70.78,44.52,46.55
2009-07-16,141,54.78,100.91,60.25,147.98,37.22,70.11,44.33,45.64
2009-07-17,145.05,54.98,105.27,60.3,147.98,36.61,69.81,44.15,45.99
2009-07-20,146.15,55.42,106.2,60.67,150.99,37.36,70.87,44.16,46.77
2009-07-21,144.82,55.93,106.75,62.02,150.77,38.08,74.13,44.71,45.92
2009-07-22,149.81,55.67,105.41,61.59,151.39,37.18,73.63,44.24,45.68
2009-07-23,150.85,57.32,106.77,63.02,156.1,37.13,77.79,44.88,46.23
2009-07-24,152.92,57.77,107.3,63.62,155.41,37.51,77.91,45.02,45.37
2009-07-27,153.03,58.13,107.29,64.02,154.61,37.39,77.66,45.69,45.25
2009-07-28,152.93,57.7,106.97,63.27,151.47,38.28,77.08,47.62,44.65
2009-07-29,152.96,56.67,106.95,62.86,150.43,38.39,76.64,48.51,45.1
2009-07-30,155.6,57.16,107.5,62.24,153.24,38.28,78.16,47.23,46.37
2009-07-31,156.17,58.65,107.56,61.95,154.07,37.98,77.76,47.7,46.71
2009-08-03,159.08,59.44,109.38,62.17,154.83,38.76,79.81,48.05,47.36
